review,rating
"Kampus Mulawarman ini memang terkenal,5 bintang
banyak tanaman hias dan pohon di kompleks rektorat kampus""",5
"Univ terbesar di kalimantan timur, melahirkan mahasiswa/i yang berkualitas.. semoga selalu menjadi minat utama anak muda saat ini",5
"Hotel Reddoorz yang bisa aku rekomandasikan di area unmul untuk keluarga di saat wisuda""",5
"Univ terbesar di kalimantan timur, melahirkan mahasiswa/i yang berkualita",4
"Ada beberapa Hotel Reddoorz yang bisa aku rekomandasikan di area unmul untuk keluarga di saat wisuda. Bisa dapat diskon dan bisa bayar di tempat .. 081255229961""",5
"Badan Layanan Umum pertama di Kaltim. ... universitas mandiri, terakreditasi A. Free UKT untuk mahasiswa bidik misi...menyediakan berbagai beasiswa.",4
"Badan Layanan Umum pertama di Kaltim. ... universitas mandiri, terakreditasi A. Uang Kuliah Tunggal (UKT) tergantung besaran penghasilan atau profesi orang tua. Free UKT untuk mahasiswa bidik misi...menyediakan berbagai beasiswa.",4
banyak fakultas,4
Fasilitas cukup,4
Tempat rektorat Unmul dan punya tempat yang luas,5
Tempat rektorat Unmul dan punya tempat yang luas untuk mendukung mahasiswa untuk mengurus Keperluan dan kepentingan yang berhubungan dengan Akademik dan non-akademik,5
"asri dan sejuk, mahasiswanya pun",5
"Lokasinya mantap, asri dan sejuk, mahasiswanya pun ada yang datang dari luar daerah, sebuah lokasi pendidikan yang recomendid sekali",5
"Karena saya ingin meneruskan perjuangan saya untuk meraih cita cita saya ditempat yang saya ingin""kan dan saya idam""kan yaitu universitas mulawarman..😊 semoga terlaksana bisa menjadi bagian dari keluarga besar mahasiswa UNMUL...😊",5
Karena saya ingin meneruskan perjuangan saya untuk,5
"Kamis, 8 Oktober 2020. Serikat mahasiswa melakukan demo menolak UU Cipta Kerja.",5
Ingin menjadi anak mahasiswa yg bisa membanggakan ibu,1
Ingin menjadi anak mahasiswa yg bisa membanggakan ibu,1
"Banyak Mahasiswi,cuci mata dulu",5
"Banyak Mahasiswi,cuci mata dulu kita wall",5
banyak mahasiswa asal daerah lain di Kaltim-Kaltara yang belajar disini,5
Uang Kuliah Tunggal (UKT) tergantung besaran penghasilan atau profesi orang tua,3
sebuah lokasi pendidikan yang recomendid sekali,5
"meraih cita cita saya ditempat yang saya ingin""",4
kan dan saya idam,1
kan yaitu universitas mulawarman..😊 semoga terlaksana bisa menjadi bagian dari keluarga besar mahasiswa UNMUL...😊,5
Wajib dikunjungi Fakultas Teknik,5
banyak gedung yang ga kepake,3
sering lihat dosen biasa aja ganiat ngjaar,2
terima aku plissss unmul,5
aku dah daftar min mul😊😊😊,5
luasss ya unmul ini,4
kirain cuma 1 aja ternyata banyak banget ya kampus unmul,4
kereennn universitasku,5
bagusss,4
4 tahun di Fkip unmul,5
semanggatt unmul,5
gor kapan di renov,3
jumlah mahasiswa terbesar di Kalimantan,5
Kampus utamanya terletak di Gunung Kelua yang lainnya ada didaerah lain,5
kerja di jam kerja tidak harus pulang larut malam,3
Kampusnya cukup luas dan cukup bersih dan nyaman..,5
UKT kemahalan,1
beasiswa ga disosialisasikan kah,2
Kampus tercinta ku,5
bismillahhh,4
banyak gedung baru yang dibangun tapi ada banyak gedung yang terbengkalai tu ga diurus,3
"kita akan selalu rindu dengan suasana  rindangnya hijau pepohonan, diskusi kecil disudut-sudut taman.",5
"Longmarch keliling kampus, dari satu fakultas ke fakultas lain untuk turun aksi bersama",5
"Telah banyak perubahan dikampus ini, semoga menjadi lebih baik lagi. Dan kalau bisa masuk dalam 5 besar kampus terbaik di indonesia",5
Kampusnya cukup luas dan cukup bersih dan nyaman,4
"Setelah dilakukan penataan beberapa waktu sebelumnya, tampilan gerbang utama kampus ini (akses dari Jalan M. Yamin) menjadi lebih kece dan lebih kekinian.",3
"Kampusnya teduh, bangunannya bagus",5
"kurangnya pengawasan terhadap gedung-gedung, banyak sampah dan rumput liarnya",1
aku silaturahmi di kampus ini sungguh mengagumkan,5
banyak gedung-gedungnya yang tidak dirawat.,4
Pernah jadi anak kampus disini kemarin....,5
kampus utama universitas mulawarman,5
"Penjadwalan pembayaran juga aneh, karna mepet waktu, setelah validasi besoknya hari terakhir pembayaran udah kaya bikin candi",1
penggolongan ukt itu ga sesuai,1
Banyak pilihan jurusan ketika anda ingin melanjutkan bangku perkuliahan,4
Berpacu dengan waktu ayo lari jangan jalan ditempat!!!,3
Almamater yang saya banggakan!Tidak kalah dengan univ. lainnya.,5
akreditasi nya sekarang udah unggul unmul,5
akreditasinya bagus tapi tidak untk isinya kalau yang sdah jadi mahasiswa udah pasti tau,2
Kampusku dooong iniii,5
"Dalam kompleks kampus lengkap ada fasilitas perpustakaan, ruang rapat, aula yg besar guests house, kantin, dan juga toko ATK untuk fotokopi dan jilid tugas atau skripsi. Kompleks masjid juga bagus loh",5
Gunung Kelua Samarinda ini sering kali mengalami kebanjiran hingga menghentikan kegiatan perkuliahan.,3
sering ngadain event berbayar banyak mahasiswa yang mau ikut tapi terhalang ekonomi atau dana,3
"Keren, untuk hari ini,banyak gedung lagi dalam masa renovasi",5
kereennnn,4
Keperluan dan kepentingan yang berhubungan dengan Akademik dan non-akademik,5
Luas,5
Luas juga.,4
Unmul berada di regional Kalimantan dan Indonesia Timur,5
perayaan dies natalis unmul bulan Agustus itu juga seru ada guest star juga,5
bangga bisa jadi alumni unmul. …,4
Dari awal ikut pkkmb unmul sampai mau lulus keingat masa masa susah di kampus tercinta ini,5
rifyew jujur kl wisuda di dlm gornya banyak2 istigffar,2
Perlu peningkatan kualitas,3
Bangunan harus perlu di renovasi,2
sudah banyak yang di perbaharui dan kursi kursi sudah luar biasa banyak,5
iya pasti cinta kalau itu,4
bagus saja siapa yang bilang gitu seakan akan sudah pernah masuk,5
Bilang saja kalau memang bagus dari kampus lain dan ini yang terbesar di kalimantan banyak yang sudah cukup mengakui,5
Kapan lah ya aku bisa rasakan bangku kuliah bareng teman seangkatanku,3
